,trial_id,global_end_of_trial_date,first_version_date,this_version_date,trial_countries,recruitment_countries,trial_start_date,results_type,error
9878,2005-002234-35,19/09/2008,13/04/2016,13/04/2016,['DE'],,,Document,
9879,2006-000068-10,30/11/2006,01/01/2017,01/01/2017,"['BE', 'GB']",,,Document,
9880,2006-001688-49,17/06/2008,09/02/2018,09/02/2018,"['GB', 'BE', 'DE', 'IT']",,,Document,
9881,2006-000939-97,19/12/2006,16/10/2016,16/10/2016,"['FI', 'GR']",,,Document,
9882,2006-003328-12,31/01/2010,08/12/2016,08/12/2016,['AT'],,,Document,
9883,2006-002085-19,24/04/2012,23/07/2020,23/07/2020,['DE'],,,Document,
9884,2006-000281-36,03/12/2012,08/02/2020,08/02/2020,['GB'],{'United Kingdom': 5},03/09/2007,Tabular,
9885,2005-005340-12,22/05/2006,16/11/2016,16/11/2016,['AT'],,,Document,
9886,2005-004765-42,27/04/2007,05/09/2020,05/09/2020,['GB'],,,Document,
9887,2006-000748-14,12/11/2008,03/06/2016,03/06/2016,"['CZ', 'BE', 'ES', 'DE', 'IE', 'PT', 'GR', 'IT', 'GB']",,,Document,
9888,2006-002070-21,27/10/2011,21/04/2016,21/04/2016,"['DE', 'NL', 'AT', 'FR', 'IT']",,,Document,
9889,2005-002109-22,30/09/2008,09/05/2021,09/05/2021,['AT'],,,Document,
9890,2006-003805-19,01/04/2008,04/06/2016,04/06/2016,"['SE', 'FI', 'BE', 'IT']",,,Document,
9891,2006-000381-36,28/02/2011,25/01/2019,25/01/2019,"['GB', 'IE']",,,Document,
9892,2006-001599-18,12/06/2008,13/11/2014,12/07/2016,"['DE', 'LT', 'BE', 'LV', 'FR', 'GR', 'IE', 'HU', 'ES', 'NL', 'AT', 'IT', 'GB']",,,Document,
9893,2006-001247-64,13/04/2012,31/03/2016,31/03/2016,"['SE', 'ES', 'DE', 'NL', 'BE', 'IT']",,,Document,
9894,2006-002917-11,10/03/2008,06/02/2015,08/07/2016,"['DE', 'IT']",,,Document,
9895,2006-002090-47,15/08/2007,05/08/2016,05/08/2016,"['CZ', 'HU', 'DE', 'IT']",,,Document,
9896,2005-005519-12,08/05/2007,07/12/2014,10/06/2016,['IT'],{'Italy': 1072},18/04/2006,Tabular,
9897,2006-002680-18,17/11/2006,16/10/2016,16/10/2016,['BE'],,,Document,
9898,2006-000835-84,19/07/2007,15/04/2017,15/04/2017,"['DE', 'LT', 'HU', 'CZ']",,,Document,
9899,2006-001040-31,28/09/2011,10/12/2020,10/12/2020,['DE'],,,Document,
9900,2005-006133-32,11/05/2006,13/09/2020,13/09/2020,['DE'],,,Document,
9901,2006-002237-20,25/01/2010,26/06/2016,26/06/2016,['DE'],,,Document,
9902,2006-001544-31,01/08/2008,25/04/2019,25/04/2019,['GB'],,,Document,
9903,2005-002919-24,12/01/2010,29/08/2016,29/08/2016,['DE'],,,Document,
9904,2006-003834-14,10/03/2009,09/05/2021,09/05/2021,['DE'],,,Document,
9905,2005-005638-10,04/12/2009,17/12/2016,17/12/2016,['DE'],,,Document,
9906,2005-002216-25,03/01/2011,22/07/2016,22/07/2016,"['ES', 'IT', 'DK']",,,Document,
9907,2005-002068-27,31/05/2008,09/05/2021,09/05/2021,['AT'],,,Document,
9908,2005-006118-17,14/06/2007,23/11/2016,23/11/2016,['DE'],,,Document,
9909,2006-000526-31,18/12/2007,14/02/2021,14/02/2021,['SE'],,,Document,
9910,2006-002407-14,17/12/2007,09/11/2014,12/02/2016,['DE'],,,Document,
9911,2006-000481-37,24/07/2008,06/08/2016,06/08/2016,"['DK', 'DE', 'FR', 'ES']",,,Document,
9912,2007-000213-11,04/05/2011,01/04/2016,01/04/2016,"['FR', 'ES', 'DE', 'IT']",,,Document,
9913,2006-001682-42,12/03/2009,19/02/2020,19/02/2020,['SE'],,,Document,
9914,2006-000889-36,10/01/2011,27/01/2018,27/01/2018,"['FI', 'SE', 'DK', 'PL']",,,Document,
9915,2006-000838-12,05/03/2008,05/10/2019,05/10/2019,['AT'],{'Austria': 7},19/05/2006,Tabular,
9916,2005-003107-36,,27/12/2020,27/12/2020,['AT'],,,Document,
9917,2007-005054-23,19/04/2010,30/12/2016,30/12/2016,"['FR', 'BE', 'ES', 'DE', 'IT', 'CZ']",,,Document,
9918,2005-005381-37,01/05/2008,30/11/2016,30/11/2016,['DK'],,,Document,
9919,2006-000044-71,28/10/2009,13/03/2019,13/03/2019,['GB'],,,Document,
9920,2006-002099-16,16/10/2006,22/07/2018,22/07/2018,['GB'],,,Document,
9921,2006-003659-19,02/02/2007,28/09/2016,28/09/2016,['GB'],,,Document,
9922,2006-002770-22,21/11/2011,04/07/2019,04/07/2019,['GB'],,,Document,
9923,2006-001577-13,31/08/2008,05/07/2015,10/02/2016,"['HU', 'EE', 'DK']","{'Thailand': 6, 'Ukraine': 33, 'United States': 356, 'Bulgaria': 108, 'Canada': 13, 'Colombia': 5, 'Croatia': 29, 'Estonia': 8, 'Guatemala': 7, 'Hungary': 64, 'India': 67, 'Mexico': 36, 'Philippines': 35, 'Poland': 106, 'Russian Federation': 9}",28/09/2006,Tabular,
9924,2006-002860-25,27/08/2011,10/07/2016,10/07/2016,"['HU', 'EE', 'LT', 'SK', 'LV', 'BG']",,,Document,
9925,2008-004722-16,31/03/2011,31/08/2016,31/08/2016,"['HU', 'EE', 'IT', 'FI', 'SK', 'DE', 'AT', 'LT', 'SE', 'LV', 'BE', 'DK', 'GR', 'GB']",,,Document,
9926,2006-002692-41,15/03/2008,06/08/2016,06/08/2016,['DE'],{'Germany': 24},01/03/2007,Tabular,
9927,2006-003709-15,22/11/2011,10/06/2016,10/06/2016,"['GB', 'HU', 'CZ', 'IE', 'AT', 'BE', 'FI', 'SE', 'DE', 'DK', 'IT', 'NL']",,,Document,
9928,2005-001306-87,18/07/2008,18/06/2016,18/06/2016,['IT'],,,Document,
9929,2006-004014-41,30/05/2011,23/06/2016,23/06/2016,['SE'],,,Document,
9930,2006-003812-23,15/06/2008,07/08/2016,07/08/2016,"['SE', 'AT', 'CZ', 'FR']",,,Document,
9931,2006-003508-21,07/07/2008,21/04/2016,21/04/2016,"['DE', 'FR']",,,Document,
9932,2006-002384-12,30/11/2014,09/06/2016,09/06/2016,"['BE', 'DE', 'FR', 'AT', 'NL', 'GB', 'IT', 'ES']","{'Spain': 18, 'Taiwan': 135, 'Thailand': 33, 'United Kingdom': 24, 'United States': 1, 'Argentina': 26, 'Australia': 19, 'Austria': 17, 'Belgium': 44, 'Canada': 73, 'China': 170, 'France': 61, 'Germany': 112, 'Hong Kong': 44, 'Israel': 17, 'Italy': 62, 'Korea, Republic of': 220, 'Mexico': 23, 'Netherlands': 3, 'Peru': 13, 'Philippines': 9, 'Singapore': 16}",08/11/2006,Tabular,
9933,2005-005246-40,12/10/2010,29/07/2015,23/05/2016,"['HU', 'BE', 'IT', 'DE', 'Outside EU/EEA']","{'Spain': 3, 'United States': 11, 'Canada': 2, 'Croatia': 3, 'Hungary': 3, 'Italy': 3, 'Romania': 7, 'Russian Federation': 13, 'Serbia': 5}",07/05/2007,Tabular,
9934,2005-005702-23,08/11/2007,14/10/2016,14/10/2016,['DE'],,,Document,
9935,2005-005099-33,04/03/2007,07/12/2016,07/12/2016,"['BE', 'GB', 'IT']",,,Document,
9936,2006-003870-88,06/07/2009,25/12/2016,25/12/2016,['DE'],,,Document,
9937,2006-004486-34,29/07/2009,27/01/2018,27/01/2018,['GB'],,,Document,
9938,2006-004177-95,29/11/2006,06/01/2017,06/01/2017,['DK'],,,Document,
9939,2006-004282-34,01/09/2010,27/06/2019,27/06/2019,['GB'],,,Document,
9940,2006-000222-31,07/03/2013,04/07/2020,07/08/2020,['DE'],,,Document,
9941,2006-002815-28,29/04/2008,24/06/2016,24/06/2016,['GB'],,,Document,
9942,2006-002210-36,02/11/2012,07/09/2017,07/09/2017,['GB'],,,Document,
9943,2006-003699-36,02/12/2009,17/10/2016,17/10/2016,"['IE', 'PT', 'AT', 'HU', 'DE', 'IT']",,,Document,
9944,2006-003302-25,25/07/2007,20/03/2019,20/03/2019,['GB'],,,Document,
9945,2006-002732-22,26/02/2009,10/12/2016,10/12/2016,['DE'],,,Document,
9946,2006-002471-40,22/03/2007,02/06/2016,02/06/2016,['DE'],,,Document,
9947,2007-001724-12,18/01/2010,13/02/2015,08/03/2016,"['ES', 'CZ', 'BE', 'DE', 'AT', 'IT', 'GR']",,,Document,
9948,2006-000296-15,09/06/2009,31/12/2016,31/12/2016,"['FR', 'GB', 'BE', 'DE', 'NL', 'SE', 'CZ', 'PL', 'IE', 'IT', 'HU', 'BG']",,,Document,
9949,2006-004224-37,05/11/2009,01/08/2019,01/08/2019,['DE'],,,Document,
9950,2006-003163-31,15/12/2007,07/12/2016,07/12/2016,['GB'],,,Document,
9951,2006-005926-22,13/03/2008,07/05/2015,06/04/2016,"['GB', 'DE', 'HU']",,,Document,
9952,2006-002818-35,20/04/2009,06/01/2017,06/01/2017,['DE'],,,Document,
9953,2006-005301-63,31/12/2008,09/05/2021,09/05/2021,['AT'],,,Document,
9954,2006-004003-18,02/02/2009,13/04/2016,13/04/2016,"['GB', 'FR', 'IT', 'DE', 'BE', 'NL']",,,Document,
9955,2006-003570-10,09/01/2009,20/04/2016,20/04/2016,"['IS', 'FI', 'HU', 'ES', 'FR', 'DE']",,,Document,
9956,2005-004005-28,01/04/2008,09/03/2016,09/03/2016,['DE'],,,Document,
9957,2005-000963-25,24/12/2012,01/08/2015,25/05/2016,"['SE', 'GB', 'FI', 'SK', 'Outside EU/EEA']","{'Sweden': 3, 'Taiwan': 5, 'United States': 39, 'Brazil': 6, 'Canada': 1, 'Chile': 2, 'Colombia': 34, 'Guatemala': 25, 'Hungary': 21, 'India': 27, 'Italy': 2, 'Japan': 1, 'Malaysia': 8, 'Mexico': 14, 'Poland': 33, 'Russian Federation': 13}",13/01/2004,Tabular,
9958,2006-002856-14,26/05/2009,18/01/2017,18/01/2017,['DE'],,,Document,
9959,2006-001975-40,09/07/2008,09/03/2016,21/04/2019,"['DE', 'IE']",,,Document,
9960,2007-000583-25,11/08/2011,07/12/2014,12/07/2016,"['GB', 'DE', 'NL', 'AT', 'BE', 'HU', 'CZ', 'SE', 'ES', 'FR', 'PT', 'LV', 'IT']",,,Document,
9961,2009-017223-25,30/10/2010,23/05/2015,06/04/2016,"['PL', 'HU', 'BG']",,,Document,
9962,2006-005466-39,09/10/2008,10/08/2016,10/08/2016,"['GB', 'HU']",,,Document,
9963,2006-002590-44,01/11/2007,30/09/2016,30/09/2016,"['HU', 'NL']",,,Document,
9964,2006-004989-14,,04/03/2021,04/03/2021,['GB'],,,Document,
9965,2006-005400-14,31/08/2008,26/04/2019,26/04/2019,['GB'],,,Document,
9966,2006-006000-11,14/03/2007,24/11/2016,24/11/2016,['AT'],,,Document,
9967,2006-002578-23,16/07/2008,24/06/2016,24/06/2016,"['GB', 'NL']",,,Document,
9968,2006-001151-35,28/09/2011,07/02/2015,21/03/2016,"['BE', 'IT']",,,Document,
9969,2006-004933-14,22/02/2007,08/06/2019,08/06/2019,['DK'],,,Document,
9970,2006-003532-30,27/11/2008,19/10/2016,19/10/2016,"['LT', 'DE', 'SK']",,,Document,
9971,2006-005420-17,02/05/2007,01/03/2017,01/03/2017,['SE'],{'Sweden': 39},30/01/2007,Tabular,
9972,2006-004423-11,30/06/2009,01/08/2015,23/07/2016,"['DE', 'IT', 'BE', 'ES']","{'South Africa': 14, 'Spain': 5, 'Ukraine': 13, 'United States': 58, 'Brazil': 22, 'Canada': 5, 'Germany': 8, 'India': 26, 'Italy': 6, 'Korea, Republic of': 18, 'Mexico': 53, 'Philippines': 51, 'Russian Federation': 5}",19/04/2006,Tabular,
9973,2006-003441-16,19/01/2008,21/07/2016,21/07/2016,['BE'],,,Document,
9974,2006-006127-40,31/03/2009,27/03/2019,27/03/2019,['GB'],,,Document,
9975,2004-001114-14,25/10/2005,09/08/2020,09/08/2020,['IT'],,,Document,
9976,2006-002838-38,06/02/2008,16/06/2016,16/06/2016,"['IE', 'GB']",,,Document,
9977,2006-005453-30,23/06/2010,10/09/2016,10/09/2016,['GB'],,,Document,
9978,2007-003059-36,06/03/2009,04/12/2014,12/07/2016,"['LT', 'IT', 'SE', 'EE', 'CZ', 'ES', 'SI', 'HU', 'PL', 'DE', 'GB']",,,Document,
9979,2006-005589-38,15/07/2008,08/01/2015,15/06/2016,['GB'],{'United Kingdom': 60},16/02/2007,Tabular,
9980,2006-002781-20,05/03/2010,08/06/2016,08/06/2016,"['BE', 'SK', 'CZ', 'AT', 'HU', 'IT', 'DE', 'SE']",,,Document,
9981,2006-004467-65,28/10/2008,05/12/2020,05/12/2020,['DE'],,,Document,
9982,2006-005931-56,23/01/2009,29/07/2016,29/07/2016,"['CZ', 'LT']",,,Document,
9983,2006-005304-14,31/07/2008,10/11/2016,10/11/2016,['DE'],,,Document,
9984,2006-002482-39,28/12/2007,19/03/2015,27/04/2016,['IT'],{'Italy': 58},15/12/2006,Tabular,
9985,2004-001044-72,01/08/2008,01/05/2016,01/05/2016,['IT'],,,Document,
9986,2007-000921-23,31/10/2008,15/07/2016,15/07/2016,['DE'],,,Document,
9987,2006-005473-21,25/05/2009,30/07/2015,17/09/2021,"['BE', 'FR', 'GB', 'HU', 'SE', 'IT', 'DE']","{'South Africa': 5, 'Turkey': 2, 'United States': 4, 'Brazil': 8, 'France': 3, 'Hungary': 3, 'India': 19, 'Italy': 2, 'Poland': 10, 'Belgium': 10}",09/04/2007,Tabular,
9988,2006-005408-14,22/06/2009,02/08/2015,13/07/2016,"['BE', 'DE', 'GB', 'HU', 'FR', 'SE', 'CZ', 'IT']","{'Turkey': 12, 'United States': 31, 'Belgium': 25, 'France': 4, 'Germany': 4, 'Hungary': 62, 'India': 25, 'Italy': 4, 'Poland': 83}",28/06/2007,Tabular,
9989,2006-004511-21,27/04/2012,03/02/2018,03/02/2018,['GB'],,,Document,
9990,2006-004306-50,30/06/2010,29/07/2015,13/04/2016,"['IE', 'GB', 'BE', 'CZ', 'DE', 'PT', 'ES', 'NL', 'AT', 'GR', 'IT', 'DK']","{'Spain': 132, 'Switzerland': 5, 'Taiwan': 1, 'United Kingdom': 18, 'United States': 293, 'Argentina': 15, 'Australia': 30, 'Austria': 4, 'Belgium': 38, 'Canada': 13, 'Chile': 4, 'Costa Rica': 13, 'France': 193, 'Greece': 11, 'Hong Kong': 1, 'India': 28, 'Ireland': 2, 'Italy': 154, 'Malaysia': 14, 'Mexico': 22, 'Netherlands': 6, 'Portugal': 8, 'Puerto Rico': 5, 'Romania': 22}",21/07/2007,Tabular,
9991,2007-000936-21,,19/02/2021,19/02/2021,['GB'],,,Document,
9992,2006-005345-11,07/02/2010,16/12/2018,16/12/2018,['GB'],,,Document,
9993,2006-005579-16,01/08/2008,08/07/2016,08/07/2016,"['DE', 'BE', 'GB', 'FR', 'ES', 'IT']",,,Document,
9994,2005-000866-38,06/11/2008,26/03/2016,26/03/2016,['IT'],,,Document,
9995,2007-004458-98,20/09/2008,19/03/2015,13/04/2016,"['FR', 'NL', 'PL', 'EE', 'CZ', 'BG', 'DE']","{'South Africa': 55, 'Thailand': 41, 'United States': 347, 'Australia': 26, 'Bulgaria': 68, 'Canada': 61, 'Chile': 132, 'Czech Republic': 4, 'Estonia': 12, 'France': 20, 'Germany': 64, 'Mexico': 80, 'Netherlands': 41, 'Peru': 75, 'Poland': 56, 'Russian Federation': 93}",06/12/2007,Tabular,
9996,2007-000764-25,26/08/2008,30/03/2016,30/03/2016,"['SE', 'DK']",,,Document,
9997,2006-004088-77,12/08/2009,04/01/2017,04/01/2017,"['DE', 'BE']",,,Document,
9998,2007-002501-45,02/06/2010,30/07/2016,30/07/2016,['GB'],,,Document,
9999,2004-004406-24,04/01/2006,13/11/2014,16/02/2016,['IT'],,,Document,
10000,2006-006569-18,12/11/2007,07/07/2016,07/07/2016,['FR'],,,Document,
10001,2006-003551-20,14/01/2008,03/09/2020,03/09/2020,['AT'],,,Document,
10002,2006-006346-34,15/12/2008,22/10/2016,22/10/2016,"['BE', 'CZ', 'SE', 'DE', 'AT', 'IT']","{'South Africa': 2, 'Sweden': 19, 'Taiwan': 27, 'Ukraine': 52, 'Austria': 29, 'Belgium': 21, 'Czech Republic': 35, 'Germany': 33, 'Hong Kong': 11, 'India': 65, 'Italy': 23, 'Korea, Republic of': 88, 'Norway': 15, 'Russian Federation': 51, 'Singapore': 9}",15/10/2007,Tabular,
10003,2007-000690-34,22/10/2007,16/04/2016,16/04/2016,"['EE', 'FI', 'LT', 'HU', 'DE', 'GB']",,,Document,
10004,2006-005508-14,23/04/2007,28/05/2016,08/12/2016,['DE'],,,Document,
10005,2008-002263-13,20/07/2010,05/12/2014,12/07/2016,"['AT', 'DE', 'BE', 'ES', 'IT']",,,Document,
10006,2006-005406-32,01/12/2009,13/02/2019,13/02/2019,['GB'],,,Document,
10007,2006-000833-36,01/07/2011,31/03/2019,31/03/2019,['GB'],,,Document,
10008,2006-005422-23,06/10/2008,08/06/2016,08/06/2016,"['BE', 'HU', 'DE']",,,Document,
10009,2007-000454-31,11/12/2009,08/07/2016,08/07/2016,"['IE', 'BE', 'DE', 'GB', 'DK', 'LV', 'PT', 'AT', 'FR', 'IT', 'NL']",,,Document,
10010,2006-006100-11,28/01/2008,05/11/2016,05/11/2016,"['GB', 'DE']",,,Document,
10011,2005-003284-22,26/10/2016,04/02/2018,04/02/2018,"['FR', 'DE', 'ES', 'IT', 'PT', 'GR', 'CZ']","{'Spain': 38, 'Taiwan': 416, 'Thailand': 309, 'Turkey': 59, 'United States': 318, 'Argentina': 49, 'Brazil': 529, 'Canada': 151, 'China': 5333, 'Colombia': 10, 'Czech Republic': 58, 'France': 92, 'Germany': 175, 'Greece': 26, 'India': 1016, 'Italy': 23, 'Korea, Republic of': 2500, 'Mexico': 114, 'Philippines': 310, 'Poland': 69, 'Portugal': 35, 'Romania': 300, 'Russian Federation': 453, 'Singapore': 139}",18/12/2006,Tabular,
10012,2006-006459-10,24/07/2009,20/07/2018,20/07/2018,"['DE', 'SE', 'ES', 'GB']","{'Spain': 1, 'Sweden': 1, 'United States': 42, 'Australia': 12, 'Germany': 1}",11/06/2007,Tabular,
10013,2006-001836-32,15/09/2008,06/01/2017,06/01/2017,['IT'],,,Document,
10014,2006-005320-16,29/07/2011,30/10/2016,30/10/2016,['DE'],,,Document,
10015,2004-000348-25,14/03/2007,22/09/2016,22/09/2016,['IT'],,,Document,
10016,2006-005704-13,07/09/2010,20/03/2019,20/03/2019,['GB'],,,Document,
10017,2006-006276-38,02/07/2010,15/02/2015,03/06/2016,"['CZ', 'NL', 'GB', 'BE', 'GR', 'PT', 'DE']",,,Document,
10018,2008-004443-11,14/04/2009,01/10/2016,01/10/2016,['HU'],,,Document,
10019,2006-005585-40,29/12/2008,02/06/2016,02/06/2016,['CZ'],,,Document,
10020,2006-003332-29,08/09/2015,07/04/2021,07/04/2021,"['IE', 'GB']",{'Ireland': 35},11/09/2007,Tabular,
10021,2006-006219-56,26/06/2008,28/08/2019,28/08/2019,['GB'],,,Document,
10022,2006-006574-21,30/01/2009,31/03/2016,31/03/2016,['IT'],,,Document,
10023,2007-000577-38,18/07/2012,30/07/2015,02/06/2016,"['FI', 'BE', 'EE', 'PL', 'BG', 'Outside EU/EEA']","{'Ukraine': 48, 'United States': 60, 'Bulgaria': 6, 'Estonia': 3, 'Finland': 3, 'India': 64, ""Korea, Democratic People's Republic of"": 40, 'Poland': 47, 'Romania': 20, 'Russian Federation': 109}",27/06/2007,Tabular,
10024,2007-000414-36,07/03/2011,03/07/2016,03/07/2016,['ES'],"{'Spain': 33, 'United States': 9}",20/07/2007,Tabular,
10025,2007-001968-78,30/12/2008,21/08/2016,21/08/2016,['GB'],,,Document,
10026,2007-001190-28,14/12/2011,19/07/2018,19/07/2018,['GB'],,,Document,
10027,2007-001036-31,26/02/2008,02/10/2016,02/10/2016,['GB'],,,Document,
10028,2007-001407-37,30/07/2009,17/12/2016,17/12/2016,"['DE', 'GB', 'CZ', 'HU', 'IT', 'NL', 'ES']",,,Document,
10029,2006-006538-16,12/09/2014,14/08/2015,05/04/2016,"['DE', 'BE', 'FR', 'DK', 'GB', 'NL', 'BG', 'ES']","{'Spain': 9, 'Taiwan': 18, 'United Kingdom': 11, 'United States': 14, 'Argentina': 9, 'Australia': 12, 'Belgium': 9, 'Brazil': 13, 'Canada': 12, 'Colombia': 3, 'France': 49, 'Germany': 17, 'Hong Kong': 10, ""Korea, Democratic People's Republic of"": 22, 'Mexico': 10, 'Philippines': 1, 'Singapore': 4}",13/07/2007,Tabular,
10030,2006-006815-62,08/09/2009,01/02/2020,01/02/2020,['GB'],,,Document,
10031,2006-004696-35,,04/02/2021,04/02/2021,['GB'],,,Document,
10032,2007-001801-99,05/10/2010,02/08/2015,02/06/2016,['HU'],"{'Sweden': 13, 'Taiwan': 48, 'Thailand': 37, 'Ukraine': 81, 'United States': 118, 'Argentina': 38, 'Australia': 16, 'Bulgaria': 33, 'Canada': 19, 'China': 110, 'Croatia': 10, 'Czech Republic': 33, 'Finland': 17, 'Germany': 19, 'Hong Kong': 13, 'Hungary': 25, 'India': 137, 'Korea, Republic of': 62, 'Malaysia': 9, 'Norway': 11, 'Poland': 62, 'Russian Federation': 99}",12/02/2007,Tabular,
10033,2007-000734-38,02/01/2009,10/08/2016,10/08/2016,"['BE', 'GB']",,,Document,
10034,2006-002877-30,09/02/2007,06/01/2017,06/01/2017,['IT'],,,Document,
10035,2007-000963-28,17/07/2007,18/02/2016,18/02/2016,"['IT', 'GB']",,,Document,
10036,2005-006174-97,06/01/2011,23/09/2016,23/09/2016,"['GB', 'IE']",,,Document,
10037,2008-004089-15,30/09/2011,28/10/2019,28/10/2019,['BE'],,,Document,
10038,2007-001005-16,20/08/2008,21/04/2016,21/04/2016,"['CZ', 'HU', 'DE', 'FR', 'IT', 'SK', 'ES']",,,Document,
10039,2007-001383-70,19/11/2008,30/03/2016,30/03/2016,['DE'],,,Document,
10040,2007-000420-40,07/06/2013,21/12/2014,12/07/2016,"['FI', 'SE', 'HU', 'FR', 'NL']",,,Document,
10041,2007-004673-26,24/06/2010,04/04/2021,04/04/2021,['HU'],,,Document,
10042,2007-001916-22,07/10/2010,06/07/2019,06/07/2019,['GB'],,,Document,
10043,2007-002156-42,11/09/2008,26/02/2020,26/02/2020,['IT'],,,Document,
10044,2007-001283-73,23/09/2014,03/03/2016,13/12/2020,"['BE', 'DE', 'IE', 'FI', 'ES', 'SI', 'FR', 'SE', 'GR', 'IT', 'LV', 'AT', 'NL', 'HU', 'CZ', 'EE', 'GB']","{'Spain': 86, 'Sweden': 12, 'Switzerland': 11, 'Taiwan': 31, 'Thailand': 20, 'Ukraine': 22, 'United Kingdom': 83, 'United States': 343, 'Argentina': 10, 'Australia': 25, 'Austria': 26, 'Belgium': 35, 'Brazil': 21, 'Canada': 37, 'China': 159, 'Czech Republic': 50, 'Estonia': 57, 'Finland': 9, 'France': 107, 'Germany': 268, 'Greece': 97, 'Hong Kong': 10, 'Hungary': 57, 'India': 13, 'Ireland': 8, 'Israel': 16, 'Italy': 113, 'Japan': 210, 'Korea, Republic of': 108, 'Netherlands': 24, 'Norway': 22, 'Poland': 166, 'Russian Federation': 55, 'Singapore': 1}",04/10/2007,Tabular,
10045,2007-002472-34,27/05/2009,02/07/2016,02/07/2016,"['DE', 'GB', 'IT']",,,Document,
10046,2006-006978-20,08/08/2010,04/04/2021,04/04/2021,"['DE', 'GB']",,,Document,
10047,2007-002553-23,29/10/2008,08/04/2018,08/04/2018,['DE'],,,Document,
10048,2006-005256-33,16/05/2008,22/03/2015,16/05/2016,"['ES', 'DE', 'IT']",,,Document,
10049,2006-001470-25,26/05/2009,15/11/2020,15/11/2020,['DE'],{'Germany': 125},01/10/2007,Tabular,
10050,2006-005712-27,22/12/2015,03/02/2017,03/02/2017,"['FR', 'CZ', 'GR', 'BE', 'NL', 'DE', 'AT', 'HU', 'ES', 'IT', 'DK', 'PL']","{'Spain': 30, 'Turkey': 6, 'Argentina': 28, 'Australia': 11, 'Austria': 4, 'Belgium': 9, 'Brazil': 24, 'Chile': 11, 'China': 37, 'Colombia': 5, 'Czech Republic': 22, 'Denmark': 4, 'France': 42, 'Germany': 12, 'Greece': 2, 'Hungary': 6, 'India': 111, 'Italy': 14, 'Japan': 49, 'Korea, Republic of': 14, 'Mexico': 40, 'Netherlands': 6, 'Peru': 18, 'Poland': 21, 'Russian Federation': 10, 'Singapore': 11}",24/09/2007,Tabular,
10051,2005-000622-23,15/07/2005,20/02/2016,20/02/2016,['IT'],,,Document,
10052,2007-002727-32,28/02/2009,10/07/2015,13/06/2016,['LV'],,,Document,
10053,2007-002840-21,05/05/2009,31/05/2015,04/09/2018,"['ES', 'GB', 'IT']","{'Spain': 3, 'Tunisia': 6, 'United Kingdom': 1, 'United States': 1, 'Argentina': 3, 'India': 8, 'Israel': 4, 'Paraguay': 5, 'Russian Federation': 4}",29/01/2008,Tabular,
10054,2007-001953-24,01/06/2010,19/05/2017,19/05/2017,['GB'],,,Document,
10055,2007-003557-91,09/01/2009,29/07/2016,29/07/2016,"['DE', 'HU', 'LT', 'FI', 'CZ', 'EE']","{'Australia': 1, 'Hungary': 1, 'Lithuania': 1, 'Romania': 3}",01/08/2008,Tabular,
10056,2004-004158-23,01/02/2011,17/02/2019,17/02/2019,['IT'],,,Document,
10057,2006-001414-33,01/07/2013,05/04/2019,05/04/2019,['GB'],,,Document,
10058,2007-002090-31,10/10/2008,19/06/2016,16/02/2017,"['GB', 'DE', 'NL']","{'United Kingdom': 12, 'Germany': 2}",04/03/2008,Tabular,
10059,2007-000010-36,13/03/2008,07/07/2016,07/07/2016,"['DE', 'GB']",,,Document,
10060,2007-001671-11,01/01/2007,13/06/2020,13/06/2020,['AT'],,,Document,
10061,2007-005088-82,16/01/2009,28/12/2016,28/12/2016,"['FR', 'IT']",,,Document,
10062,2007-001439-74,26/04/2011,13/12/2016,13/12/2016,"['FI', 'HU', 'DE', 'ES', 'IT', 'GB']",,,Document,
10063,2004-002729-34,09/06/2008,05/05/2016,05/05/2016,['IT'],,,Document,
10064,2007-000189-19,11/03/2009,14/06/2019,31/07/2019,"['NL', 'BE', 'IT']",,,Document,
10065,2006-003410-18,18/05/2010,28/12/2016,28/12/2016,['DE'],,,Document,
10066,2007-003191-19,18/04/2008,07/08/2015,08/07/2016,"['BE', 'CZ', 'ES', 'HU', 'GB', 'PL', 'SK', 'DE']","{'Slovakia': 11, 'South Africa': 35, 'Spain': 7, 'United Kingdom': 36, 'Belgium': 61, 'Czech Republic': 56, 'Germany': 26, 'Hungary': 40, 'Israel': 38, 'Poland': 82}",05/10/2007,Tabular,
10067,2007-003407-12,15/07/2010,03/11/2016,03/11/2016,"['DK', 'GR']",,,Document,
10068,2007-003684-41,08/01/2009,21/10/2016,21/10/2016,"['FI', 'BE', 'DE', 'SE']",,,Document,
10069,2007-003971-38,28/10/2011,28/10/2016,28/10/2016,"['FR', 'ES', 'DE']",,,Document,
10070,2007-002122-30,31/12/2008,14/05/2021,14/05/2021,['AT'],,,Document,
10071,2007-003912-72,15/01/2012,06/01/2017,06/01/2017,['GB'],,,Document,
10072,2007-004669-17,13/01/2010,12/10/2016,29/09/2021,"['GB', 'DE', 'IT']",,,Document,
10073,2007-003591-19,20/04/2009,18/01/2017,18/01/2017,['DE'],,,Document,
10074,2007-004276-39,30/07/2009,05/08/2015,29/06/2016,['DE'],{'Germany': 329},25/03/2008,Tabular,
10075,2007-003371-39,01/10/2008,29/12/2016,29/12/2016,['DE'],,,Document,
10076,2008-006720-62,10/11/2010,31/07/2016,31/07/2016,"['ES', 'IT', 'GR']",,,Document,
